Index_disease	Index_disease_id	Associated_disease	Associated_disease_id	Co-mentions
Lymphoma	MESH:D008223	Dyssomnias	MESH:D020920	1
Lymphoma	MESH:D008223	Vertebral body fusion overgrowth	MESH:C536543	1
Lymphoma	MESH:D008223		OMIM:609566	1
Lymphoma	MESH:D008223	Salivary Calculi	MESH:D020792	1
Lymphoma	MESH:D008223	Glutamine deficiency, congenital	MESH:C536832	1
Lymphoma	MESH:D008223	Prieto X-linked mental retardation syndrome	MESH:C535274	1
Lymphoma	MESH:D008223	Pierre Robin Syndrome	MESH:D010855	1
Lymphoma	MESH:D008223	Heart Septal Defects	MESH:D006343	1
Lymphoma	MESH:D008223	Limb-girdle muscular dystrophy, type 1B	MESH:C535898	1
Lymphoma	MESH:D008223	Muscular Dystrophies, Limb-Girdle	MESH:D049288	1
Lymphoma	MESH:D008223	Post-Dural Puncture Headache	MESH:D051299	1
Lymphoma	MESH:D008223	Lysosomal acid lipase deficiency	MESH:C531854	1
Lymphoma	MESH:D008223	Phenylketonuria, Maternal	MESH:D017042	1
Lymphoma	MESH:D008223	Chromoblastomycosis	MESH:D002862	1
Lymphoma	MESH:D008223	Ocular Hypertension	MESH:D009798	1
Lymphoma	MESH:D008223	Slit Ventricle Syndrome	MESH:D056124	1
Lymphoma	MESH:D008223	Neoplasms, Nerve Tissue	MESH:D009380	1
Lymphoma	MESH:D008223	Duodenogastric Reflux	MESH:D004383	1
Lymphoma	MESH:D008223	Aniridia, type 2	MESH:C536372	1
Lymphoma	MESH:D008223	Abnormalities, Severe Teratoid	MESH:D009008	1
Lymphoma	MESH:D008223	Brain Hemorrhage, Traumatic	MESH:D020201	1
Lymphoma	MESH:D008223	Endotoxemia	MESH:D019446	1
Lymphoma	MESH:D008223	Fish Diseases	MESH:D005393	1
Lymphoma	MESH:D008223	Odontodysplasia	MESH:D018126	1
Lymphoma	MESH:D008223	Malignant hyperthermia susceptibility type 1	MESH:C535694	1
Lymphoma	MESH:D008223	Malformations of Cortical Development, Group II	MESH:D054081	1
Lymphoma	MESH:D008223		OMIM:175050	1
Lymphoma	MESH:D008223	Torsades de Pointes	MESH:D016171	1
Lymphoma	MESH:D008223	Erythema Chronicum Migrans	MESH:D015787	1
Lymphoma	MESH:D008223	Hair Diseases	MESH:D006201	1
Lymphoma	MESH:D008223	Communication Disorders	MESH:D003147	1
Lymphoma	MESH:D008223	Sucrase-isomaltase deficiency, congenital	MESH:C538139	1
Lymphoma	MESH:D008223	Asymptomatic Diseases	MESH:D058070	1
Lymphoma	MESH:D008223	LEOPARD Syndrome	MESH:D044542	1
Lymphoma	MESH:D008223	Artificial Lens Implant Migration	MESH:D060437	1
Lymphoma	MESH:D008223	Milk Hypersensitivity	MESH:D016269	1
Lymphoma	MESH:D008223	Rett Syndrome	MESH:D015518	1
Lymphoma	MESH:D008223	Epilepsy, Reflex	MESH:D020195	1
Lymphoma	MESH:D008223	Hyperexplexia hereditary	MESH:C538136	1
Lymphoma	MESH:D008223	Adenoma, Acidophil	MESH:D000239	1
Lymphoma	MESH:D008223	Capgras Syndrome	MESH:D002194	1
Lymphoma	MESH:D008223	Anhedonia	MESH:D059445	1
Lymphoma	MESH:D008223		OMIM:119530	1
Lymphoma	MESH:D008223	Tauopathies	MESH:D024801	1
Lymphoma	MESH:D008223		OMIM:610353	1
Lymphoma	MESH:D008223	Amnesia, Transient Global	MESH:D020236	1
Lymphoma	MESH:D008223		OMIM:608808	1
Lymphoma	MESH:D008223	Xanthogranulomatous cholecystitis	MESH:C536762	1
Lymphoma	MESH:D008223		OMIM:167320	1
Lymphoma	MESH:D008223	Nutritional and Metabolic Diseases	MESH:D009750	1
Lymphoma	MESH:D008223	Rift Valley Fever	MESH:D012295	1
Lymphoma	MESH:D008223	Flatfoot	MESH:D005413	1
Lymphoma	MESH:D008223	Pinguecula	MESH:D059407	1
Lymphoma	MESH:D008223	Hematocele	MESH:D006398	1
Lymphoma	MESH:D008223		OMIM:608096	1
Lymphoma	MESH:D008223	Corpus callosum agenesis neuronopathy	MESH:C536446	1
Lymphoma	MESH:D008223	Holoprosencephaly	MESH:D016142	1
Lymphoma	MESH:D008223		OMIM:132100	1
Lymphoma	MESH:D008223	Persistent Vegetative State	MESH:D018458	1
Lymphoma	MESH:D008223	Alkalosis	MESH:D000471	1
Lymphoma	MESH:D008223	Epilepsy, Post-Traumatic	MESH:D004834	1
Lymphoma	MESH:D008223	Seizures, Febrile	MESH:D003294	1
Lymphoma	MESH:D008223	Perinephritis	MESH:D010501	1
Lymphoma	MESH:D008223		OMIM:605809	1
Lymphoma	MESH:D008223	Porphyrias, Hepatic	MESH:D017094	1
Lymphoma	MESH:D008223	Niemann-Pick Disease, Type A	MESH:D052536	1
Lymphoma	MESH:D008223	Gitelman Syndrome	MESH:D053579	1
Lymphoma	MESH:D008223	Dementia, familial Danish	MESH:C538209	1
Lymphoma	MESH:D008223		OMIM:307150	1
Lymphoma	MESH:D008223	Prostatic malacoplakia associated with prostatic abscess	MESH:C537244	1
Lymphoma	MESH:D008223		OMIM:607847	1
Lymphoma	MESH:D008223	COACH syndrome	MESH:C536430	1
Lymphoma	MESH:D008223	Marburg Virus Disease	MESH:D008379	1
Lymphoma	MESH:D008223	Communicable Diseases, Emerging	MESH:D021821	1
Lymphoma	MESH:D008223		OMIM:251200	1
Lymphoma	MESH:D008223	Coffin-Siris syndrome	MESH:C536436	1
Lymphoma	MESH:D008223		OMIM:149400	1
Lymphoma	MESH:D008223		OMIM:126700	1
Lymphoma	MESH:D008223	Retinal Drusen	MESH:D015593	1
Lymphoma	MESH:D008223	Corneal Dystrophy, Juvenile Epithelial of Meesmann	MESH:D053559	1
Lymphoma	MESH:D008223	Waardenburg Syndrome	MESH:D014849	1
Lymphoma	MESH:D008223	Femur fibula ulna syndrome	MESH:C537918	1
Lymphoma	MESH:D008223	Congenital bilateral aplasia of vas deferens	MESH:C535984	1
Lymphoma	MESH:D008223	Gonadal Dysgenesis, Mixed	MESH:D006060	1
Lymphoma	MESH:D008223	Ackerman syndrome	MESH:C538170	1
Lymphoma	MESH:D008223	Severe Dengue	MESH:D019595	1
Lymphoma	MESH:D008223		OMIM:609304	1
Lymphoma	MESH:D008223	Scleroderma, Limited	MESH:D045745	1
Lymphoma	MESH:D008223	Isosporiasis	MESH:D021865	1
Lymphoma	MESH:D008223	Aortic Arch Syndromes	MESH:D001015	1
Lymphoma	MESH:D008223	Dermoids of cornea	MESH:C535376	1
Lymphoma	MESH:D008223	Extensively Drug-Resistant Tuberculosis	MESH:D054908	1
Lymphoma	MESH:D008223	Capillary leak syndrome with monoclonal gammopathy	MESH:C535573	1
Lymphoma	MESH:D008223		OMIM:600791	1
Lymphoma	MESH:D008223	Nasopharyngitis	MESH:D009304	1
Lymphoma	MESH:D008223	Citrullinemia	MESH:D020159	1
Lymphoma	MESH:D008223	Bovine Respiratory Disease Complex	MESH:D048090	1
Lymphoma	MESH:D008223	Gait Apraxia	MESH:D020235	1
Lymphoma	MESH:D008223	Congenital ectodermal dysplasia with hearing loss	MESH:C535757	1
Lymphoma	MESH:D008223	Heart defects limb shortening	MESH:C535850	1
Lymphoma	MESH:D008223	Sacral meningocele conotruncal heart defects	MESH:C537223	1
Lymphoma	MESH:D008223	Chromosome 8, monosomy 8q	MESH:C537828	1
Lymphoma	MESH:D008223		MESH:C536282	1
Lymphoma	MESH:D008223	Bietti Crystalline Dystrophy	MESH:C535440	1
Lymphoma	MESH:D008223		OMIM:136520	1
Lymphoma	MESH:D008223	N acetyltransferase deficiency	MESH:C536107	1
Lymphoma	MESH:D008223	Muscular Dystrophy, Emery-Dreifuss	MESH:D020389	1
Lymphoma	MESH:D008223	Sparganosis	MESH:D013031	1
Lymphoma	MESH:D008223	Eye Infections, Parasitic	MESH:D015822	1
Lymphoma	MESH:D008223	Hyperostosis, Sternocostoclavicular	MESH:D015218	1
Lymphoma	MESH:D008223	Fetal Membranes, Premature Rupture	MESH:D005322	1
Lymphoma	MESH:D008223	Hermansky Pudlak syndrome 2	MESH:C537709	1
Lymphoma	MESH:D008223	Oculocerebral hypopigmentation syndrome type Preus	MESH:C537866	1
Lymphoma	MESH:D008223	Hermanski-Pudlak Syndrome	MESH:D022861	1
Lymphoma	MESH:D008223	Diffuse Cerebral Sclerosis of Schilder	MESH:D002549	1
Lymphoma	MESH:D008223	Hypokinesia	MESH:D018476	1
Lymphoma	MESH:D008223	Spastic paraplegia epilepsy mental retardation	MESH:C536869	1
Lymphoma	MESH:D008223	Nystagmus 1, congenital, X- linked	MESH:C537853	1
Lymphoma	MESH:D008223	Duodenojejunal atresia with volvulus, absent dorsal mesentery and absent superior mesenteric artery	MESH:C535722	1
Lymphoma	MESH:D008223	Enophthalmos	MESH:D015841	1
Lymphoma	MESH:D008223	Albinism ocular late onset sensorineural deafness	MESH:C537043	1
Lymphoma	MESH:D008223	Spinocerebellar ataxia, autosomal recessive 1	MESH:C537308	1
Lymphoma	MESH:D008223	Serotonin Syndrome	MESH:D020230	1
Lymphoma	MESH:D008223	Macrocephaly mesodermal hamartoma spectrum	MESH:C537716	1
Lymphoma	MESH:D008223	Puberty, Precocious	MESH:D011629	1
Lymphoma	MESH:D008223	Cervical ribs sprengel anomaly anal atresia urethral obstruction	MESH:C538072	1
Lymphoma	MESH:D008223	Periodontal Atrophy	MESH:D055093	1
Lymphoma	MESH:D008223	Interferon gamma, receptor 1, deficiency	MESH:C535530	1
Lymphoma	MESH:D008223	Bohring syndrome	MESH:C537419	1
Lymphoma	MESH:D008223		MESH:C537735	1
Lymphoma	MESH:D008223	Epilepsy, Partial, Motor	MESH:D020938	1
Lymphoma	MESH:D008223	Strongyle Infections, Equine	MESH:D013319	1
Lymphoma	MESH:D008223	Leprosy, Multibacillary	MESH:D056006	1
Lymphoma	MESH:D008223		OMIM:607655	1
Lymphoma	MESH:D008223	Fibrous Dysplasia, Monostotic	MESH:D005358	1
Lymphoma	MESH:D008223	Myocardial Bridging	MESH:D054084	1
Lymphoma	MESH:D008223		OMIM:606770	1
Lymphoma	MESH:D008223	Retrobulbar Hemorrhage	MESH:D019315	1
Lymphoma	MESH:D008223		OMIM:610489	1
Lymphoma	MESH:D008223	Chromosome Duplication	MESH:D058674	1
Lymphoma	MESH:D008223	Tooth Wear	MESH:D057085	1
Lymphoma	MESH:D008223	Tetany	MESH:D013746	1
Lymphoma	MESH:D008223	Boutonneuse Fever	MESH:D001907	1
Lymphoma	MESH:D008223		MESH:C536191	1
Lymphoma	MESH:D008223		MESH:C537843	1
Lymphoma	MESH:D008223	Aromatic amino acid decarboxylase deficiency	MESH:C537437	1
Lymphoma	MESH:D008223	Alopecia congenita keratosis palmoplantaris	MESH:C537050	1
Lymphoma	MESH:D008223	Keratomalacia	MESH:C536156	1
Lymphoma	MESH:D008223	African Swine Fever	MESH:D000357	1
Lymphoma	MESH:D008223		OMIM:270300	1
Lymphoma	MESH:D008223	Trichosporonosis	MESH:D060586	1
Lymphoma	MESH:D008223	Endoleak	MESH:D057867	1
Lymphoma	MESH:D008223	Alsing syndrome	MESH:C536588	1
Lymphoma	MESH:D008223	Optic Nerve Injuries	MESH:D020221	1
Lymphoma	MESH:D008223	Bone Diseases, Developmental	MESH:D001848	1
Lymphoma	MESH:D008223	Ectodermal dysplasia, sensorineural hearing loss, and distinctive facial features	MESH:C536182	1
Lymphoma	MESH:D008223	Pallister W syndrome	MESH:C538106	1
Lymphoma	MESH:D008223	Multiple Sclerosis, Chronic Progressive	MESH:D020528	1
Lymphoma	MESH:D008223	HELLP Syndrome	MESH:D017359	1
Lymphoma	MESH:D008223		OMIM:610840	1
Lymphoma	MESH:D008223	Vohwinkel syndrome	MESH:C536457	1
Lymphoma	MESH:D008223	De Quervain Disease	MESH:D053684	1
Lymphoma	MESH:D008223	Chlamydiaceae Infections	MESH:D002694	1
Lymphoma	MESH:D008223	Transient erythroblastopenia of childhood	MESH:C536980	1
Lymphoma	MESH:D008223	Corneal dystrophy, epithelial basement membrane	MESH:C535477	1
Lymphoma	MESH:D008223	Adrenal Rest Tumor	MESH:D000314	1
Lymphoma	MESH:D008223	Acromesomelic dysplasia, Maroteaux type	MESH:C535661	1
Lymphoma	MESH:D008223	Adenofibroma	MESH:D000232	1
Lymphoma	MESH:D008223	Amblyopia	MESH:D000550	1
Lymphoma	MESH:D008223	Paraneoplastic Endocrine Syndromes	MESH:D009384	1
Lymphoma	MESH:D008223	Inclusion body myopathy autosomal recessive	MESH:C538329	1
Lymphoma	MESH:D008223		OMIM:612634	1
Lymphoma	MESH:D008223	Glossitis	MESH:D005928	1
Lymphoma	MESH:D008223	Follicular hamartoma alopecia cystic fibrosis	MESH:C537071	1
Lymphoma	MESH:D008223	Wolman Disease	MESH:D015223	1
Lymphoma	MESH:D008223		OMIM:600309	1
Lymphoma	MESH:D008223		OMIM:610508	1
Lymphoma	MESH:D008223	Nonseminomatous germ cell tumor	MESH:C537844	1
Lymphoma	MESH:D008223		OMIM:601952	1
Lymphoma	MESH:D008223	Joubert syndrome 3	MESH:C536295	1
Lymphoma	MESH:D008223	Eye Manifestations	MESH:D005132	1
Lymphoma	MESH:D008223	Cafe au lait spots, multiple	MESH:C537421	1
Lymphoma	MESH:D008223	Recurrent respiratory papillomatosis	MESH:C535297	1
Lymphoma	MESH:D008223		OMIM:603041	1
Lymphoma	MESH:D008223	Pancreatic lipomatosis duodenal stenosis	MESH:C535839	1
Lymphoma	MESH:D008223	Multiple Endocrine Neoplasia Type 2b	MESH:D018814	1
Lymphoma	MESH:D008223	Muscle Neoplasms	MESH:D019042	1
Lymphoma	MESH:D008223	Leishmaniasis, Mucocutaneous	MESH:D007897	1
Lymphoma	MESH:D008223		OMIM:613641	1
Lymphoma	MESH:D008223	Dentigerous Cyst	MESH:D003803	1
Lymphoma	MESH:D008223	Urinary Incontinence, Stress	MESH:D014550	1
Lymphoma	MESH:D008223		OMIM:609160	1
Lymphoma	MESH:D008223	Juvenile polyposis syndrome	MESH:C537702	1
Lymphoma	MESH:D008223		OMIM:613573	1
Lymphoma	MESH:D008223		OMIM:225790	1
Lymphoma	MESH:D008223		OMIM:613180	1
Lymphoma	MESH:D008223	Angiosarcoma of the breast	MESH:C536368	1
Lymphoma	MESH:D008223	Paraphimosis	MESH:D010263	1
Lymphoma	MESH:D008223		OMIM:206100	1
Lymphoma	MESH:D008223		OMIM:300555	1
Lymphoma	MESH:D008223		OMIM:609069	1
Lymphoma	MESH:D008223	Cluster Headache	MESH:D003027	1
Lymphoma	MESH:D008223	Lightning Injuries	MESH:D015168	1
Lymphoma	MESH:D008223	Oculootoradial syndrome	MESH:C535544	1
Lymphoma	MESH:D008223	Nephrotic syndrome ocular anomalies	MESH:C536403	1
Lymphoma	MESH:D008223	Iridogoniodysgenesis, dominant type	MESH:C535536	1
Lymphoma	MESH:D008223	Hyperlysinemias	MESH:D020167	1
Lymphoma	MESH:D008223	Lattice corneal dystrophy type 1	MESH:C537881	1
Lymphoma	MESH:D008223	Neuroschistosomiasis	MESH:D020818	1
Lymphoma	MESH:D008223	Abdominal chemodectomas with cutaneous angiolipomas	MESH:C535552	1
Lymphoma	MESH:D008223	Neuroaxonal dystrophy renal tubular acidosis	MESH:C537386	1
Lymphoma	MESH:D008223	Hypertension, Renovascular	MESH:D006978	1
Lymphoma	MESH:D008223	Motion Sickness	MESH:D009041	1
Lymphoma	MESH:D008223	Encephalomyelitis, Enzootic Porcine	MESH:D004682	1
Lymphoma	MESH:D008223	Bone Diseases, Infectious	MESH:D001850	1
Lymphoma	MESH:D008223	Acquired Hyperostosis Syndrome	MESH:D020083	1
Lymphoma	MESH:D008223	Mucopolysaccharidosis VII	MESH:D016538	1
Lymphoma	MESH:D008223	Optic atrophy polyneuropathy deafness	MESH:C537129	1
Lymphoma	MESH:D008223	Ectopia Cordis	MESH:D054083	1
Lymphoma	MESH:D008223	Temtamy syndrome	MESH:C536959	1
Lymphoma	MESH:D008223	Vascular System Injuries	MESH:D057772	1
Lymphoma	MESH:D008223	Adenomyoepithelioma	MESH:D055331	1
Lymphoma	MESH:D008223	Proteus Infections	MESH:D011512	1
Lymphoma	MESH:D008223	Lingual Nerve Injuries	MESH:D061222	1
Lymphoma	MESH:D008223	Pneumonia, Ventilator-Associated	MESH:D053717	1
Lymphoma	MESH:D008223	Pruritus Vulvae	MESH:D011539	1
Lymphoma	MESH:D008223	Fibromatosis, Gingival	MESH:D005351	1
Lymphoma	MESH:D008223	Pulpitis	MESH:D011671	1
Lymphoma	MESH:D008223	Spastic paraplegia 2, X-linked	MESH:C536857	1
Lymphoma	MESH:D008223	Necrolytic Migratory Erythema	MESH:D058568	1
Lymphoma	MESH:D008223	Postpartum Hemorrhage	MESH:D006473	1
Lymphoma	MESH:D008223	Proteus Syndrome	MESH:D016715	1
Lymphoma	MESH:D008223	Chorioamnionitis	MESH:D002821	1
Lymphoma	MESH:D008223	Clubfoot	MESH:D003025	1
Lymphoma	MESH:D008223	Bazex-Dupre-Christol syndrome	MESH:C537663	1
Lymphoma	MESH:D008223	Dental Plaque	MESH:D003773	1
Lymphoma	MESH:D008223	Dysthymic Disorder	MESH:D019263	1
Lymphoma	MESH:D008223	Chromosome 16, uniparental disomy	MESH:C538043	1
Lymphoma	MESH:D008223	Glaucoma, Open-Angle	MESH:D005902	1
Lymphoma	MESH:D008223	Spinocerebellar ataxia, autosomal recessive 6	MESH:C537312	1
Lymphoma	MESH:D008223	Cerebellar hypoplasia with endosteal sclerosis	MESH:C535353	1
Lymphoma	MESH:D008223	Epidermolysis bullosa simplex with mottled pigmentation	MESH:C535959	1
Lymphoma	MESH:D008223	Cubital Tunnel Syndrome	MESH:D020430	1
Lymphoma	MESH:D008223	Intestinal lipophagic granulomatosis	MESH:C531849	1
Lymphoma	MESH:D008223	Munchausen Syndrome	MESH:D009110	1
Lymphoma	MESH:D008223	Cattle Diseases	MESH:D002418	1
Lymphoma	MESH:D008223	Hemophagocytic lymphohistiocytosis, familial, 4	MESH:C537252	1
Lymphoma	MESH:D008223	Gonadal Dysgenesis, 46,XY	MESH:D006061	1
Lymphoma	MESH:D008223	Fecal Impaction	MESH:D005244	1
Lymphoma	MESH:D008223		OMIM:604352	1
Lymphoma	MESH:D008223	Athabaskan brainstem dysgenesis	MESH:C535397	1
Lymphoma	MESH:D008223	Digestive System Abnormalities	MESH:D004065	1
Lymphoma	MESH:D008223	Myoclonic Epilepsy, Juvenile	MESH:D020190	1
Lymphoma	MESH:D008223	Meckel syndrome type 1	MESH:C536133	1
Lymphoma	MESH:D008223	Rhinophyma	MESH:D012224	1
Lymphoma	MESH:D008223	Aphakia, Postcataract	MESH:D001036	1
Lymphoma	MESH:D008223		OMIM:611489	1
Lymphoma	MESH:D008223	Anonychia-onychodystrophy with brachydactyly type B and ectrodactyly	MESH:C536379	1
Lymphoma	MESH:D008223	Meyenburg-Altherr-Uehlinger syndrome	MESH:C537574	1
Lymphoma	MESH:D008223	Panic Disorder	MESH:D016584	1
Lymphoma	MESH:D008223	Joint Loose Bodies	MESH:D007594	1
Lymphoma	MESH:D008223	Psittacosis	MESH:D009956	1
Lymphoma	MESH:D008223	Chromosome 1, monosomy 1p32	MESH:C535594	1
Lymphoma	MESH:D008223	Diaphyseal medullary stenosis with malignant fibrous histiocytoma	MESH:C536169	1
Lymphoma	MESH:D008223	ABCD syndrome	MESH:C535334	1
Lymphoma	MESH:D008223	Vitamin K Deficiency	MESH:D014813	1
Lymphoma	MESH:D008223	Ichthyosis Vulgaris	MESH:D016112	1
Lymphoma	MESH:D008223	Malignant hyperthermia susceptibility type 4	MESH:C535697	1
Lymphoma	MESH:D008223	Chromosome Inversion	MESH:D007446	1
Lymphoma	MESH:D008223	Limb-girdle muscular dystrophy, type 2C	MESH:C535900	1
Lymphoma	MESH:D008223	Arnold-Chiari Malformation	MESH:D001139	1
Lymphoma	MESH:D008223	Legius syndrome	MESH:C548032	1
Lymphoma	MESH:D008223		MESH:C536663	1
Lymphoma	MESH:D008223	Animal Diseases	MESH:D000820	1
Lymphoma	MESH:D008223	Axial osteomalacia	MESH:C537791	1
Lymphoma	MESH:D008223		OMIM:103900	1
Lymphoma	MESH:D008223	Eunuchoidism, familial hypogonadotropic	MESH:C535764	1
Lymphoma	MESH:D008223	Renal cell carcinoma 1	MESH:C538557	1
Lymphoma	MESH:D008223		OMIM:612359	1
Lymphoma	MESH:D008223	Piedra	MESH:D010854	1
Lymphoma	MESH:D008223	Rapadilino syndrome	MESH:C535288	1
Lymphoma	MESH:D008223	Respiration Disorders	MESH:D012120	1
Lymphoma	MESH:D008223		OMIM:140700	1
Lymphoma	MESH:D008223	Oro-facial gangrene	MESH:C531760	1
Lymphoma	MESH:D008223	Mirizzi Syndrome	MESH:D057792	1
Lymphoma	MESH:D008223	Frontotemporal Dementia	MESH:D057180	1
Lymphoma	MESH:D008223	Holt-Oram syndrome	MESH:C535326	1
Lymphoma	MESH:D008223	Machado-Joseph Disease	MESH:D017827	1
Lymphoma	MESH:D008223	Tracheal agenesis without tracheoesophageal fistula	MESH:C536976	1
Lymphoma	MESH:D008223	Nail dysplasia, isolated congenital	MESH:C538333	1
Lymphoma	MESH:D008223	Dystonia, Dopa-responsive	MESH:C538007	1
Lymphoma	MESH:D008223	Oculocerebrocutaneous syndrome	MESH:C538088	1
Lymphoma	MESH:D008223	Jaundice, Neonatal	MESH:D007567	1
Lymphoma	MESH:D008223	Thromboangiitis Obliterans	MESH:D013919	1
Lymphoma	MESH:D008223		OMIM:603528	1
Lymphoma	MESH:D008223	Subvalvular aortic stenosis, Eisenberg type	MESH:C538550	1
Lymphoma	MESH:D008223	Hereditary renal agenesis	MESH:C536482	1
Lymphoma	MESH:D008223	Hearing Loss, Unilateral	MESH:D046088	1
Lymphoma	MESH:D008223	Sacroiliitis	MESH:D058566	1
Lymphoma	MESH:D008223	Histiocytoma	MESH:D051642	1
Lymphoma	MESH:D008223	Familial Paget's disease of bone	MESH:C538098	1
Lymphoma	MESH:D008223	Neutropenia, Severe Congenital, Autosomal Recessive 3	MESH:C537592	1
Lymphoma	MESH:D008223		MESH:C536552	1
Lymphoma	MESH:D008223	Thymic-Renal-Anal-Lung dysplasia	MESH:C536907	1
Lymphoma	MESH:D008223	Catel Manzke syndrome	MESH:C535347	1
Lymphoma	MESH:D008223	Psychophysiologic Disorders	MESH:D011602	1
Lymphoma	MESH:D008223		MESH:C538008	1
Lymphoma	MESH:D008223		MESH:C536037	1
Lymphoma	MESH:D008223	Hip Contracture	MESH:D006616	1
Lymphoma	MESH:D008223	Knee Injuries	MESH:D007718	1
Lymphoma	MESH:D008223	Eructation	MESH:D004884	1
Lymphoma	MESH:D008223	Hypokalemic Periodic Paralysis	MESH:D020514	1
Lymphoma	MESH:D008223	Angina, Stable	MESH:D060050	1
Lymphoma	MESH:D008223	Mite Infestations	MESH:D008924	1
Lymphoma	MESH:D008223	Hamanishi Ueba Tsuji syndrome	MESH:C535624	1
Lymphoma	MESH:D008223	Hemobilia	MESH:D006431	1
Lymphoma	MESH:D008223	Noonan Syndrome	MESH:D009634	1
Lymphoma	MESH:D008223	Pseudoxanthoma Elasticum	MESH:D011561	1
Lymphoma	MESH:D008223	Fever of Unknown Origin	MESH:D005335	1
Lymphoma	MESH:D008223	Brachydactyly	MESH:D059327	1
Lymphoma	MESH:D008223		OMIM:208540	1
Lymphoma	MESH:D008223	Beriberi	MESH:D001602	1
Lymphoma	MESH:D008223	Hydrops Fetalis	MESH:D015160	1
Lymphoma	MESH:D008223		OMIM:600630	1
Lymphoma	MESH:D008223	Neuropathy, hereditary motor and sensory, LOM type	MESH:C535716	1
Lymphoma	MESH:D008223	Motor neuropathy peripheral with dysautonomia	MESH:C536988	1
Lymphoma	MESH:D008223		OMIM:302200	1
Lymphoma	MESH:D008223		OMIM:612555	1
Lymphoma	MESH:D008223	Gray Platelet Syndrome	MESH:D055652	1
Lymphoma	MESH:D008223	Dihydropyrimidine Dehydrogenase Deficiency	MESH:D054067	1
Lymphoma	MESH:D008223	Monckeberg Medial Calcific Sclerosis	MESH:D050380	1
Lymphoma	MESH:D008223		OMIM:114900	1
Lymphoma	MESH:D008223	Chilaiditi Syndrome	MESH:D059269	1
Lymphoma	MESH:D008223	Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal infections	MESH:C537163	1
Lymphoma	MESH:D008223	Sleep-Wake Transition Disorders	MESH:D020922	1
Lymphoma	MESH:D008223	Wounds, Stab	MESH:D014951	1
Lymphoma	MESH:D008223	Psychomotor Agitation	MESH:D011595	1
Lymphoma	MESH:D008223	Causalgia	MESH:D002422	1
Lymphoma	MESH:D008223	Bilateral temporal lobe disorder	MESH:C538521	1
Lymphoma	MESH:D008223	Body Temperature Changes	MESH:D001832	1
Lymphoma	MESH:D008223	Hearing Loss, Central	MESH:D006313	1
Lymphoma	MESH:D008223	Hypercapnia	MESH:D006935	1
Lymphoma	MESH:D008223		OMIM:218700	1
Lymphoma	MESH:D008223	Impetigo	MESH:D007169	1
Lymphoma	MESH:D008223		MESH:C536815	1
Lymphoma	MESH:D008223	Supraumbilical midabdominal raphe and facial cavernous hemangiomas	MESH:C538144	1
Lymphoma	MESH:D008223	Fasciculation	MESH:D005207	1
Lymphoma	MESH:D008223	Sackey Sakati Aur syndrome	MESH:C537219	1
Lymphoma	MESH:D008223		OMIM:613855	1
Lymphoma	MESH:D008223	Intestinal helminthiasis	MESH:C531698	1
Lymphoma	MESH:D008223		OMIM:225410	1
Lymphoma	MESH:D008223	Glycosuria, Renal	MESH:D006030	1
Lymphoma	MESH:D008223	Alexander Disease	MESH:D038261	1
Lymphoma	MESH:D008223		OMIM:610441	1
Lymphoma	MESH:D008223		OMIM:224100	1
Lymphoma	MESH:D008223	Krauss Herman Holmes syndrome	MESH:C537618	1
Lymphoma	MESH:D008223	Majeed syndrome	MESH:C537839	1
Lymphoma	MESH:D008223	Mercury Poisoning, Nervous System	MESH:D020262	1
Lymphoma	MESH:D008223	Intra-Articular Fractures	MESH:D057072	1
Lymphoma	MESH:D008223	Neurofibromatosis 2	MESH:D016518	1
Lymphoma	MESH:D008223		OMIM:604168	1
Lymphoma	MESH:D008223	Tuberculosis, Central Nervous System	MESH:D020306	1
Lymphoma	MESH:D008223		OMIM:609165	1
Lymphoma	MESH:D008223	Pleuropneumonia	MESH:D011001	1
Lymphoma	MESH:D008223	Tubulointerstitial nephritis and uveitis	MESH:C536922	1
Lymphoma	MESH:D008223	Kernicterus	MESH:D007647	1
Lymphoma	MESH:D008223	Vibrio vulnificus infection	MESH:C536348	1
Lymphoma	MESH:D008223	Purpura, Hyperglobulinemic	MESH:D011694	1
Lymphoma	MESH:D008223	Muscular dystrophy, congenital, with central nervous system involvement	MESH:C538190	1
Lymphoma	MESH:D008223	Progressive Transformation of Germinal Centers	MESH:C548085	1
Lymphoma	MESH:D008223	Phantom Limb	MESH:D010591	1
Lymphoma	MESH:D008223	Primary ciliary dyskinesia, 3	MESH:C535278	1
Lymphoma	MESH:D008223	Agraphia	MESH:D000381	1
Lymphoma	MESH:D008223	Aphasia, Wernicke	MESH:D001041	1
Lymphoma	MESH:D008223	Nephrosclerosis	MESH:D009400	1
Lymphoma	MESH:D008223	Diabetes Insipidus, Nephrogenic	MESH:D018500	1
Lymphoma	MESH:D008223	Anomia	MESH:D000849	1
Lymphoma	MESH:D008223	Paratuberculosis	MESH:D010283	1
Lymphoma	MESH:D008223	Chromosome 3, trisomy 3q	MESH:C536813	1
Lymphoma	MESH:D008223	Juvenile pauciarticular chronic arthritis	MESH:C536312	1
Lymphoma	MESH:D008223	Leukocyte adhesion deficiency type 1	MESH:C535887	1
Lymphoma	MESH:D008223	Aicardi-Goutieres syndrome 5	MESH:C535608	1
